RUID,Assigned Rooms
900292504,"['SA', 'Apt 245 - 260', '256-C']"
754337950,"['SA', 'Apt 181 - 196', '192-A']"
694754336,"['SA', 'Apt 181 - 196', '192-B']"
127616206,"['SA', 'Apt 181 - 196', '192-C']"
626144661,"['SA', 'Apt 245 - 260', '250-A']"
779402815,"['SA', 'Apt 245 - 260', '250-B']"
176192101,"['BS', 'West', '412B-B']"
422935203,"['BS', 'West', '412B-A']"
826635682,"['SA', 'Apt 245 - 260', '245-A']"
118631869,"['SA', 'Apt 245 - 260', '245-B']"
751283639,"['SA', 'Apt 221 - 244', '233-B']"
823618196,"['SA', 'Apt 221 - 244', '233-A']"
372697155,"['SA', 'Apt 221 - 244', '233-C']"
146201673,"['SA', 'Apt 197 - 220', '215-C']"
123121265,"['BS', 'North', '103B-A']"
756041257,"['BS', 'North', '103B-B']"
911098707,"['BS', 'North', '103B-C']"
208819740,"['BS', 'North', '306B-A']"
758701139,"['MH', nan, '423-A']"
679203803,"['BS', 'North', '406A-A']"
332790009,"['BS', 'West', '309A-C']"
181002100,"['BS', 'West', '309A-A']"
960192913,"['BS', 'West', '309A-B']"
246292891,"['SA', 'Apt 261 - 276', '272-B']"
957577168,"['SA', 'Apt 261 - 276', '272-A']"
858989153,"['SA', 'Apt 277 - 292', '278-B']"
366420440,"['SA', 'Apt 277 - 292', '278-A']"
614977411,"['SA', 'Apt 277 - 292', '278-C']"
506829005,"['AH', nan, '212-A']"
717741141,"['BS', 'North', '211A-B']"
852163813,"['BS', 'North', '211A-A']"
998413776,"['MRS', nan, '4102-C']"
385152361,"['SA', 'Apt 149 - 164', '163-B']"
453781051,"['SA', 'Apt 149 - 164', '163-A']"
883192000,"['SA', 'Apt 149 - 164', '163-C']"
118395035,"['SA', 'Apt 165 - 180', '174-A']"
884477033,"['SA', 'Apt 165 - 180', '174-B']"
924552238,"['SA', 'Apt 165 - 180', '174-C']"
829922523,"['BS', 'North', '209B-A']"
985563551,"['SA', 'Apt 261 - 276', '274-A']"
355989517,"['SA', 'Apt 261 - 276', '274-B']"
272852563,"['BS', 'West', '310B-D']"
416331507,"['BS', 'West', '310B-A']"
881010624,"['BS', 'West', '310B-B']"
387703520,"['BS', 'North', '108-A']"
802500076,"['BS', 'North', '108-B']"
822412687,"['BS', 'North', '108-C']"
248373165,"['BS', 'East', '405B-B']"
615238986,"['BS', 'East', '405B-A']"
577237134,"['BS', 'East', '405B-C']"
687906641,"['BS', 'East', '308-B']"
355988313,"['BS', 'East', '308-A']"
439769260,"['BS', 'East', '308-C']"
263521161,"['SA', 'Apt 245 - 260', '247-D']"
860880100,"['SA', 'Apt 245 - 260', '247-A']"
599367934,"['SA', 'Apt 245 - 260', '247-B']"
258774962,"['SA', 'Apt 221 - 244', '224-C']"
228255825,"['SA', 'Apt 197 - 220', '213-C']"
537407684,"['SA', 'Apt 197 - 220', '213-B']"
945620180,"['SA', 'Apt 197 - 220', '213-D']"
453606460,"['SA', 'Apt 181 - 196', '193-B']"
791538197,"['SA', 'Apt 181 - 196', '193-A']"
476988447,"['SA', 'Apt 181 - 196', '193-C']"
873416668,"['SA', 'Apt 261 - 276', '269-D']"
880848328,"['SA', 'Apt 261 - 276', '269-A']"
735489895,"['NCA', 'Apt 3821', '65-B']"
600438211,"['NCA', 'Apt 3821', '65-A']"
220306121,"['NCA', 'Apt 3821', '65-C']"
690739471,"['SA', 'Apt 197 - 220', '202-A']"
350377708,"['SA', 'Apt 197 - 220', '202-B']"
779941164,"['SA', 'Apt 181 - 196', '181-C']"
663733156,"['SA', 'Apt 181 - 196', '181-A']"
409552265,"['SA', 'Apt 181 - 196', '181-B']"
300040685,"['SA', 'Apt 221 - 244', '221-C']"
337659957,"['SA', 'Apt 221 - 244', '221-A']"
443172403,"['SA', 'Apt 261 - 276', '270-B']"
138747690,"['SA', 'Apt 261 - 276', '270-D']"
241732700,"['SA', 'Apt 181 - 196', '186-B']"
568452509,"['SA', 'Apt 181 - 196', '186-A']"
979154090,"['BS', 'North', '111A-A']"
685518519,"['BS', 'North', '111A-B']"
932239187,"['BS', 'North', '111A-C']"
453553991,"['BS', 'East', '210B-D']"
562060440,"['BS', 'East', '210B-A']"
120764310,"['BS', 'East', '202A-D']"
308347153,"['BS', 'East', '202A-A']"
330126607,"['BS', 'East', '202A-B']"
952570393,"['BS', 'East', '201A-C']"
953861606,"['BS', 'East', '201A-A']"
235100391,"['BS', 'North', '303A-A']"
239604896,"['BS', 'East', '402B-C']"
670226826,"['BS', 'East', '402B-A']"
239636686,"['BS', 'East', '402B-B']"
711333981,"['CS', nan, '3208-A']"
220677145,"['SA', 'Apt 277 - 292', '292-D']"
952542679,"['SA', 'Apt 277 - 292', '292-A']"
690231685,"['SA', 'Apt 277 - 292', '292-B']"
920360732,"['SA', 'Apt 221 - 244', '240-D']"
902923224,"['SA', 'Apt 221 - 244', '240-A']"
475668286,"['RA', 'Apt 3840', '207-D']"
884621327,"['RA', 'Apt 3840', '207-A']"
144064927,"['RA', 'Apt 3840', '207-B']"
804917702,"['BS', 'East', '304A-D']"
707523766,"['RA', 'Apt 3839', '222-B']"
826943879,"['CS', nan, '3203-E']"
162655024,"['BS', 'East', '311B-D']"
423201589,"['BS', 'East', '311B-A']"
834427692,"['BS', 'West', '303A-C']"
120258667,"['BS', 'West', '303A-A']"
404783945,"['BS', 'West', '411B-D']"
534931610,"['BS', 'West', '411B-A']"
598377926,"['BS', 'West', '411B-B']"
849566613,"['MS', 'High Rise', '7001-A']"
962475014,"['MS', 'High Rise', '7001-B']"
452113684,"['RA', 'Apt 3843', '109-A']"
830578029,"['BS', 'North', '408-C']"
113916855,"['BS', 'North', '408-A']"
831776779,"['JS', nan, '4301-D']"
657824192,"['BS', 'East', '309A-A']"
606926510,"['BS', 'East', '309A-B']"
821768490,"['BS', 'East', '309A-C']"
842781593,"['BS', 'East', '210A-A']"
921850324,"['SA', 'Apt 149 - 164', '151-C']"
772489739,"['SA', 'Apt 149 - 164', '151-A']"
205952430,"['SA', 'Apt 149 - 164', '151-B']"
826944304,"['BS', 'East', '401B-C']"
960027453,"['BS', 'East', '401B-B']"
719583444,"['SA', 'Apt 197 - 220', '218-D']"
986579054,"['SA', 'Apt 197 - 220', '218-A']"
585797279,"['SA', 'Apt 197 - 220', '218-B']"
387607677,"['SA', 'Apt 149 - 164', '153-A']"
397810627,"['SA', 'Apt 149 - 164', '153-B']"
772159205,"['SA', 'Apt 149 - 164', '153-C']"
324418033,"['BS', 'West', '201B-C']"
774703218,"['BS', 'West', '201B-A']"
439020608,"['BS', 'East', '209B-D']"
235549498,"['BS', 'East', '209B-A']"
624445099,"['SA', 'Apt 245 - 260', '249-D']"
876781729,"['SA', 'Apt 245 - 260', '249-A']"
389924832,"['SA', 'Apt 245 - 260', '249-B']"
635712485,"['BS', 'North', '204B-D']"
351342283,"['BS', 'North', '204B-A']"
764341646,"['BS', 'North', '204B-B']"
210531978,"['BS', 'West', '312A-C']"
579458253,"['BS', 'West', '312A-A']"
492530871,"['BS', 'West', '305A-A']"
245404666,"['BS', 'North', '407A-C']"
685113412,"['BS', 'North', '407A-A']"
103279700,"['SA', 'Apt 221 - 244', '234-D']"
828838114,"['SA', 'Apt 221 - 244', '234-A']"
371281525,"['SA', 'Apt 221 - 244', '234-B']"
532850723,"['NCA', 'Apt 3824', '121-A']"
967507276,"['NCA', 'Apt 3824', '121-B']"
481854622,"['NCA', 'Apt 3824', '121-C']"
843774388,"['SA', 'Apt 245 - 260', '253-D']"
218467051,"['SA', 'Apt 245 - 260', '253-A']"
931246376,"['SA', 'Apt 245 - 260', '253-B']"
931090335,"['BS', 'North', '406A-C']"
244667031,"['BS', 'North', '406A-B']"
279155414,"['MH', nan, '301-B']"
708379497,"['BS', 'West', '405B-D']"
343461147,"['BS', 'West', '405B-B']"
884833845,"['BS', 'East', '401A-B']"
872519266,"['SA', 'Apt 197 - 220', '204-C']"
375797132,"['SA', 'Apt 221 - 244', '242-A']"
810509599,"['SA', 'Apt 221 - 244', '242-B']"
339592882,"['SA', 'Apt 221 - 244', '242-C']"
903239111,"['NCA', 'Apt 3822', '88-C']"
734321237,"['NCA', 'Apt 3822', '88-A']"
216339215,"['BS', 'East', '309B-A']"
872748473,"['BS', 'East', '309B-B']"
202160107,"['BS', 'East', '309B-C']"
796933005,"['MZH', nan, '325-A']"
416536178,"['BS', 'West', '404B-C']"
241378092,"['BS', 'West', '404B-A']"
250880344,"['BS', 'West', '404B-B']"
230972311,"['SA', 'Apt 149 - 164', '156-A']"
849602917,"['SA', 'Apt 149 - 164', '156-B']"
674662268,"['SA', 'Apt 149 - 164', '156-C']"
585749760,"['BS', 'North', '401A-D']"
128591158,"['BS', 'North', '401A-A']"
883053469,"['SA', 'Apt 221 - 244', '230-D']"
175748512,"['SA', 'Apt 221 - 244', '230-A']"
937541281,"['SA', 'Apt 221 - 244', '230-B']"
312463212,"['NCA', 'Apt 3821', '63-A']"
213549038,"['NCA', 'Apt 3821', '63-B']"
379979629,"['NCA', 'Apt 3821', '63-C']"
898020175,"['SA', 'Apt 221 - 244', '223-B']"
403429268,"['SA', 'Apt 221 - 244', '223-A']"
681520688,"['SA', 'Apt 165 - 180', '173-D']"
390126186,"['SA', 'Apt 165 - 180', '173-A']"
965820447,"['SA', 'Apt 165 - 180', '173-B']"
776731345,"['BS', 'East', '403A-A']"
426290340,"['BS', 'East', '403A-B']"
998091646,"['BS', 'East', '403A-C']"
526322143,"['MRS', nan, '4406-A']"
364164590,"['SA', 'Apt 221 - 244', '229-D']"
921219547,"['NCA', 'Apt 3821', '51-D']"
108847488,"['NCA', 'Apt 3821', '51-A']"
543521474,"['NCA', 'Apt 3821', '51-B']"
161272609,"['BS', 'North', '212-B']"
935327245,"['BS', 'North', '212-A']"
769112205,"['BS', 'North', '212-C']"
425049319,"['SA', 'Apt 165 - 180', '177-D']"
810792981,"['SA', 'Apt 165 - 180', '177-A']"
649780190,"['SA', 'Apt 165 - 180', '177-B']"
251388255,"['SA', 'Apt 221 - 244', '244-B']"
193287910,"['SA', 'Apt 221 - 244', '244-A']"
267309651,"['RA', 'Apt 3838', '145-D']"
873135957,"['RA', 'Apt 3838', '145-A']"
193419803,"['RA', 'Apt 3838', '145-B']"
968623342,"['BS', 'West', '213-C']"
271142225,"['BS', 'North', '307A-D']"
500950555,"['RA', 'Apt 3839', '228-A']"
916815440,"['RA', 'Apt 3839', '228-B']"
537964945,"['RA', 'Apt 3839', '228-C']"
143470505,"['SA', 'Apt 133 - 148', '144-B']"
842895323,"['SA', 'Apt 165 - 180', '172-C']"
545634234,"['BS', 'West', '411A-C']"
830992886,"['SA', 'Apt 277 - 292', '279-D']"
472743479,"['SA', 'Apt 277 - 292', '279-A']"
315887469,"['SA', 'Apt 221 - 244', '225-A']"
507645757,"['SA', 'Apt 221 - 244', '225-B']"
688131998,"['BS', 'East', '411B-D']"
163836646,"['BS', 'East', '411B-A']"
277610785,"['BS', 'East', '412-D']"
404132341,"['MZH', nan, '218-B']"
871517055,"['SA', 'Apt 149 - 164', '155-D']"
178373961,"['SA', 'Apt 149 - 164', '155-A']"
583520529,"['SA', 'Apt 149 - 164', '155-C']"
966824404,"['BS', 'North', '411A-C']"
894235792,"['BS', 'North', '411A-A']"
828841476,"['BS', 'North', '411A-B']"
548748934,"['MZH', nan, '214-A']"
787243002,"['SA', 'Apt 245 - 260', '251-D']"
215143549,"['MS', 'High Rise', '7501-B']"
571978108,"['MS', 'High Rise', '7501-A']"
595243811,"['MS', 'High Rise', '7501-C']"
672096716,"['BS', 'West', '409A-D']"
708902739,"['BS', 'West', '402B-B']"
505871444,"['BS', 'West', '402B-A']"
334335106,"['BS', 'West', '402B-C']"
220815256,"['RA', 'Apt 3840', '202-C']"
198354464,"['RA', 'Apt 3840', '202-A']"
243553815,"['RA', 'Apt 3840', '202-B']"
982211901,"['RA', 'Apt 3842', '161-D']"
309915669,"['RA', 'Apt 3842', '161-A']"
894369625,"['BS', 'West', '201B-B']"
151809448,"['BS', 'West', '201B-D']"
370279797,"['BS', 'West', '309A-D']"
504044209,"['BS', 'West', '304B-D']"
875213477,"['BS', 'West', '304B-A']"
902235499,"['BS', 'West', '304B-B']"
455068162,"['SA', 'Apt 221 - 244', '237-B']"
754941221,"['SA', 'Apt 221 - 244', '237-C']"
580810313,"['BS', 'West', '412A-D']"
255879525,"['BS', 'West', '412A-A']"
186440668,"['BS', 'West', '412A-B']"
341676823,"['BS', 'North', '312-A']"
516616662,"['BS', 'North', '312-B']"
886868976,"['NCA', 'Apt 3822', '95-B']"
432095642,"['NCA', 'Apt 3822', '95-A']"
380525595,"['NCA', 'Apt 3822', '95-C']"
812006018,"['BS', 'North', '306A-C']"
574325425,"['BS', 'East', '206B-A']"
455303008,"['BS', 'East', '206B-B']"
545611698,"['NCA', 'Apt 3823', '114-D']"
744357261,"['NCA', 'Apt 3823', '114-A']"
511630942,"['NCA', 'Apt 3823', '114-B']"
456856068,"['NCA', 'Apt 3820', '31-D']"
392274484,"['NCA', 'Apt 3820', '31-A']"
346981704,"['NCA', 'Apt 3820', '31-B']"
407128583,"['NCA', 'Apt 3820', '46-C']"
949621965,"['NCA', 'Apt 3820', '46-A']"
473287883,"['NCA', 'Apt 3820', '46-B']"
631871578,"['BS', 'West', '407A-B']"
206500855,"['BS', 'West', '407A-A']"
977522906,"['BS', 'East', '311B-B']"
260187009,"['BS', 'East', '104B-A']"
986577787,"['BS', 'East', '104B-B']"
633205221,"['BS', 'West', '306-C']"
619619714,"['BS', 'West', '306-D']"
331301633,"['SA', 'Apt 197 - 220', '205-B']"
411626539,"['SA', 'Apt 197 - 220', '205-A']"
787689812,"['SA', 'Apt 197 - 220', '205-C']"
207240858,"['BS', 'West', '213-D']"
839063024,"['BS', 'West', '213-A']"
725611979,"['NCA', 'Apt 3825', '150-B']"
461036961,"['NCA', 'Apt 3825', '150-A']"
316301884,"['NCA', 'Apt 3825', '150-C']"
650188802,"['MS', 'High Rise', '7704-B']"
654497243,"['MS', 'High Rise', '7704-A']"
237560088,"['SA', 'Apt 277 - 292', '280-D']"
269312613,"['SA', 'Apt 277 - 292', '280-A']"
964905775,"['SA', 'Apt 277 - 292', '280-B']"
371032410,"['SA', 'Apt 181 - 196', '190-D']"
720720314,"['SA', 'Apt 181 - 196', '190-A']"
957346112,"['NCA', 'Apt 3820', '47-D']"
652093821,"['NCA', 'Apt 3820', '47-A']"
314207676,"['MRS', nan, '4302-D']"
194406244,"['NCA', 'Apt 3821', '56-C']"
278593521,"['AH', nan, '106-A']"
446726850,"['SA', 'Apt 261 - 276', '268-B']"
733160099,"['SA', 'Apt 261 - 276', '268-A']"
880940145,"['NCA', 'Apt 3821', '59-A']"
823505428,"['NCA', 'Apt 3821', '59-B']"
600891458,"['SA', 'Apt 221 - 244', '227-D']"
444418662,"['SA', 'Apt 221 - 244', '227-A']"
712303321,"['NCA', 'Apt 3820', '36-D']"
555615968,"['NCA', 'Apt 3820', '36-A']"
765031792,"['NCA', 'Apt 3820', '36-B']"
935097629,"['JS', nan, '4308-C']"
882527515,"['NCA', 'Apt 3824', '138-A']"
594852273,"['NCA', 'Apt 3824', '138-B']"
592670502,"['NCA', 'Apt 3824', '138-C']"
288118933,"['NCA', 'Apt 3821', '62-D']"
483223182,"['NCA', 'Apt 3821', '62-A']"
432472432,"['NCA', 'Apt 3821', '62-B']"
783603402,"['RA', 'Apt 3838', '134-C']"
616705617,"['NCA', 'Apt 3822', '95-D']"
297412978,"['BH', nan, '430-A']"
215188902,"['RA', 'Apt 3842', '161-C']"
610314804,"['RA', 'Apt 3842', '161-B']"
957459573,"['AH', nan, '302-A']"
514009554,"['MZH', nan, '110-A']"
770518641,"['NCA', 'Apt 3822', '86-A']"
447231463,"['NCA', 'Apt 3822', '86-B']"
710652788,"['SA', 'Apt 197 - 220', '212-C']"
368390848,"['SA', 'Apt 197 - 220', '212-A']"
