RUID,Assigned Rooms
500248201,"['SA', 'Apt 261 - 276', '270-A']"
386962291,"['BS', 'West', '211A-A']"
285634028,"['BS', 'West', '211A-B']"
759734771,"['BS', 'West', '211A-C']"
215980676,"['SA', 'Apt 165 - 180', '171-B']"
978217050,"['SA', 'Apt 165 - 180', '171-A']"
157740697,"['BS', 'North', '104B-C']"
968624638,"['BS', 'North', '104B-A']"
719631263,"['SA', 'Apt 133 - 148', '148-B']"
498712421,"['SA', 'Apt 133 - 148', '148-A']"
808006713,"['SA', 'Apt 133 - 148', '148-C']"
407989608,"['SA', 'Apt 165 - 180', '169-A']"
466688989,"['SA', 'Apt 165 - 180', '169-B']"
918585317,"['SA', 'Apt 165 - 180', '169-C']"
499489169,"['BS', 'East', '202A-B']"
969032341,"['BS', 'East', '202A-A']"
355178077,"['BS', 'East', '202A-D']"
873591164,"['SA', 'Apt 261 - 276', '262-C']"
948238483,"['SA', 'Apt 261 - 276', '262-A']"
668497217,"['SA', 'Apt 261 - 276', '262-B']"
131125423,"['RA', 'Apt 3843', '112-A']"
183534535,"['RA', 'Apt 3843', '112-B']"
542509172,"['RA', 'Apt 3843', '112-C']"
222891387,"['SA', 'Apt 197 - 220', '219-B']"
314555543,"['SA', 'Apt 197 - 220', '219-A']"
939163899,"['SA', 'Apt 197 - 220', '219-C']"
172429847,"['RA', 'Apt 3842', '180-B']"
881126715,"['BS', 'North', '202A-D']"
969925990,"['BS', 'North', '202A-A']"
304214077,"['BS', 'North', '202A-B']"
370808798,"['BS', 'North', '109A-C']"
573698372,"['BS', 'North', '109A-A']"
140003907,"['BS', 'East', '306B-D']"
965800237,"['BS', 'East', '306B-A']"
315594960,"['BS', 'East', '306B-B']"
729888000,"['BS', 'West', '407A-B']"
691915334,"['BS', 'West', '407A-A']"
846597440,"['SA', 'Apt 261 - 276', '273-D']"
383048890,"['SA', 'Apt 261 - 276', '273-A']"
288427367,"['BS', 'West', '311A-B']"
404167352,"['BS', 'East', '202B-A']"
959703622,"['BS', 'East', '202B-B']"
432525701,"['BS', 'East', '202B-C']"
857542321,"['SA', 'Apt 181 - 196', '187-A']"
321250160,"['SA', 'Apt 181 - 196', '187-B']"
694204982,"['SA', 'Apt 181 - 196', '187-C']"
427707307,"['BS', 'West', '310A-B']"
713693066,"['BS', 'West', '310A-A']"
476551417,"['BS', 'West', '310A-C']"
727910793,"['SA', 'Apt 245 - 260', '252-A']"
576756487,"['RA', 'Apt 3838', '135-A']"
174291998,"['RA', 'Apt 3838', '135-B']"
860571201,"['RA', 'Apt 3838', '135-C']"
663676576,"['BS', 'West', '408A-B']"
645261381,"['BS', 'West', '408A-A']"
814916376,"['BS', 'East', '304A-C']"
140546975,"['BS', 'East', '304A-A']"
147201305,"['BS', 'East', '304A-B']"
712720272,"['BS', 'North', '410A-B']"
333226584,"['BS', 'North', '410A-A']"
629694106,"['BS', 'North', '410A-C']"
518881608,"['BS', 'North', '411B-D']"
483955748,"['BS', 'North', '411B-A']"
757217699,"['BS', 'North', '411B-B']"
281272413,"['SA', 'Apt 149 - 164', '150-A']"
389129964,"['SA', 'Apt 149 - 164', '150-B']"
311046755,"['SA', 'Apt 165 - 180', '177-C']"
163784376,"['SA', 'Apt 165 - 180', '177-A']"
125541577,"['SA', 'Apt 165 - 180', '177-B']"
189700100,"['SA', 'Apt 197 - 220', '215-B']"
274435996,"['SA', 'Apt 197 - 220', '215-A']"
110585324,"['BS', 'North', '203A-C']"
906034388,"['BS', 'North', '203A-A']"
340648202,"['BS', 'East', '102B-B']"
538727156,"['BS', 'East', '102B-A']"
850364409,"['BS', 'East', '102B-C']"
213178528,"['SA', 'Apt 221 - 244', '232-C']"
102426551,"['SA', 'Apt 221 - 244', '232-A']"
945144475,"['SA', 'Apt 221 - 244', '232-B']"
456583598,"['BS', 'North', '406A-D']"
668720571,"['SA', 'Apt 149 - 164', '155-C']"
320483532,"['SA', 'Apt 181 - 196', '195-C']"
342842975,"['SA', 'Apt 181 - 196', '195-A']"
930656588,"['SA', 'Apt 181 - 196', '195-B']"
188713074,"['BS', 'West', '410B-B']"
281783593,"['BS', 'West', '410B-A']"
720078891,"['BS', 'West', '410B-C']"
424545369,"['BS', 'North', '101B-B']"
647429842,"['BS', 'North', '101B-A']"
962027848,"['BS', 'North', '101B-C']"
905734673,"['BS', 'East', '401A-A']"
369524970,"['BS', 'East', '203A-D']"
179993705,"['BS', 'East', '203A-A']"
952139753,"['SA', 'Apt 149 - 164', '149-D']"
713551261,"['SA', 'Apt 149 - 164', '149-A']"
796806564,"['RA', 'Apt 3839', '209-C']"
303158047,"['RA', 'Apt 3839', '209-A']"
761460177,"['RA', 'Apt 3839', '209-B']"
832015925,"['SA', 'Apt 197 - 220', '216-C']"
327230181,"['SA', 'Apt 277 - 292', '286-B']"
814759478,"['SA', 'Apt 277 - 292', '286-A']"
186706365,"['RA', 'Apt 3839', '231-D']"
217214658,"['RA', 'Apt 3839', '231-A']"
876568302,"['RA', 'Apt 3839', '231-B']"
679617778,"['SA', 'Apt 165 - 180', '167-A']"
860024630,"['SA', 'Apt 277 - 292', '283-B']"
345681328,"['SA', 'Apt 277 - 292', '283-A']"
415954148,"['SA', 'Apt 277 - 292', '283-C']"
883459565,"['BS', 'West', '408B-A']"
841904446,"['RA', 'Apt 3840', '194-C']"
438472901,"['BS', 'West', '210B-B']"
370053371,"['BS', 'West', '210B-A']"
758358863,"['BS', 'West', '210B-C']"
526684425,"['BS', 'East', '112-A']"
706974361,"['SA', 'Apt 261 - 276', '272-D']"
486786865,"['SA', 'Apt 261 - 276', '272-A']"
601237594,"['SA', 'Apt 261 - 276', '272-B']"
300842884,"['BS', 'North', '210B-B']"
778829888,"['BS', 'North', '210B-A']"
578361990,"['BS', 'North', '210B-C']"
462675756,"['BS', 'East', '402B-C']"
784874186,"['BS', 'East', '402B-A']"
859955714,"['BS', 'East', '402B-B']"
698550262,"['SA', 'Apt 181 - 196', '196-C']"
347082973,"['SA', 'Apt 181 - 196', '196-A']"
725108310,"['SA', 'Apt 181 - 196', '196-B']"
378427340,"['SA', 'Apt 133 - 148', '145-C']"
610805192,"['BS', 'East', '310B-B']"
322943535,"['BS', 'East', '310B-A']"
598129220,"['BS', 'East', '310B-C']"
209352492,"['MZH', nan, '327-B']"
206443565,"['BS', 'West', '309A-D']"
515256828,"['BS', 'West', '309A-A']"
357099246,"['BS', 'West', '309A-B']"
133574840,"['BS', 'West', '404B-A']"
515648368,"['BS', 'West', '404B-B']"
898137882,"['BS', 'North', '407A-B']"
170040959,"['BS', 'North', '208-D']"
352913141,"['BS', 'North', '208-A']"
386524747,"['MRS', nan, '4403-A']"
903907701,"['RA', 'Apt 3840', '193-A']"
627614620,"['RA', 'Apt 3840', '193-B']"
516473350,"['RA', 'Apt 3840', '193-C']"
595568354,"['BS', 'West', '311B-A']"
439431871,"['BS', 'North', '402B-D']"
146487297,"['BS', 'North', '402B-A']"
216408127,"['BS', 'North', '402B-B']"
890745606,"['RA', 'Apt 3842', '183-B']"
705692392,"['RA', 'Apt 3842', '183-A']"
302767160,"['BS', 'North', '209B-D']"
826895646,"['BS', 'North', '209B-A']"
681359606,"['SA', 'Apt 197 - 220', '214-A']"
486275157,"['SA', 'Apt 197 - 220', '214-B']"
431850484,"['SA', 'Apt 245 - 260', '245-B']"
533856705,"['SA', 'Apt 245 - 260', '245-A']"
832808037,"['SA', 'Apt 245 - 260', '245-C']"
724454371,"['RA', 'Apt 3838', '144-D']"
556876019,"['RA', 'Apt 3838', '144-A']"
450539299,"['MRS', nan, '4403-C']"
474259550,"['MH', nan, '316-B']"
194420592,"['BS', 'East', '103A-C']"
378383800,"['BS', 'East', '103A-A']"
672200995,"['BS', 'East', '103A-B']"
667017903,"['BS', 'West', '406-A']"
884856753,"['SA', 'Apt 149 - 164', '154-D']"
100967070,"['BS', 'North', '306B-C']"
262618975,"['JS', nan, '4302-B']"
463767330,"['BS', 'East', '307A-C']"
654013352,"['BS', 'East', '307A-A']"
172336765,"['BS', 'East', '307A-B']"
697932565,"['SA', 'Apt 133 - 148', '133-A']"
803943569,"['SA', 'Apt 133 - 148', '133-B']"
746331712,"['SA', 'Apt 133 - 148', '133-C']"
736730773,"['SA', 'Apt 261 - 276', '270-C']"
285144094,"['SA', 'Apt 261 - 276', '270-D']"
792777649,"['BS', 'North', '405A-C']"
268448390,"['BS', 'North', '405A-A']"
573683323,"['SA', 'Apt 261 - 276', '268-A']"
582447226,"['SA', 'Apt 261 - 276', '268-B']"
826100080,"['SA', 'Apt 261 - 276', '268-C']"
904936757,"['MS', 'High Rise', '7504-F']"
516281691,"['MS', 'High Rise', '7504-A']"
370121261,"['MS', 'High Rise', '7504-B']"
562751055,"['BH', nan, '212-A']"
953891067,"['SA', 'Apt 197 - 220', '213-B']"
741271191,"['SA', 'Apt 197 - 220', '213-A']"
964890852,"['SA', 'Apt 197 - 220', '213-C']"
312669093,"['BS', 'East', '308-D']"
478481550,"['BS', 'West', '210B-D']"
406745437,"['RA', 'Apt 3838', '131-B']"
989516453,"['RA', 'Apt 3838', '131-A']"
177484257,"['SA', 'Apt 221 - 244', '234-D']"
153822188,"['SA', 'Apt 149 - 164', '151-A']"
627995469,"['SA', 'Apt 133 - 148', '147-B']"
233941294,"['SA', 'Apt 133 - 148', '147-C']"
681131052,"['BS', 'East', '210A-C']"
300305515,"['BS', 'East', '210A-A']"
737544377,"['BS', 'East', '210A-B']"
453505538,"['BS', 'North', '310B-C']"
262808670,"['BS', 'North', '310B-B']"
997072879,"['SA', 'Apt 277 - 292', '286-D']"
934218518,"['SA', 'Apt 277 - 292', '286-C']"
745898400,"['BS', 'North', '202A-C']"
706207019,"['BS', 'East', '403B-D']"
431015785,"['BS', 'North', '412-D']"
778383633,"['BS', 'North', '412-A']"
263155037,"['BS', 'North', '412-B']"
797543282,"['SA', 'Apt 245 - 260', '252-C']"
586363955,"['BS', 'West', '402B-B']"
197413440,"['BS', 'West', '402B-A']"
181514391,"['BS', 'West', '402B-C']"
492248445,"['BS', 'East', '103B-C']"
406534581,"['BS', 'East', '103B-A']"
726301486,"['BS', 'West', '202A-A']"
455083820,"['BS', 'West', '202A-B']"
116909959,"['BS', 'West', '201A-A']"
515330988,"['BS', 'East', '409B-A']"
362104640,"['BS', 'East', '409B-B']"
817682018,"['BS', 'West', '412A-D']"
550479813,"['BS', 'West', '412A-A']"
983838713,"['BS', 'West', '412A-B']"
498936595,"['BS', 'North', '203B-C']"
642142382,"['BS', 'North', '203B-A']"
541350357,"['BS', 'North', '203B-B']"
745805171,"['NCA', 'Apt 3823', '113-B']"
917712975,"['NCA', 'Apt 3823', '113-A']"
282145386,"['SA', 'Apt 149 - 164', '157-B']"
988840910,"['SA', 'Apt 149 - 164', '157-A']"
759603112,"['SA', 'Apt 149 - 164', '157-C']"
286679248,"['SA', 'Apt 149 - 164', '152-D']"
180272439,"['BS', 'North', '305B-C']"
666661510,"['BS', 'North', '305B-A']"
672388899,"['SA', 'Apt 197 - 220', '207-A']"
681972680,"['SA', 'Apt 197 - 220', '207-B']"
333600241,"['SA', 'Apt 197 - 220', '207-C']"
723055877,"['SA', 'Apt 181 - 196', '194-A']"
819748081,"['SA', 'Apt 149 - 164', '150-C']"
494266332,"['SA', 'Apt 149 - 164', '150-D']"
114730323,"['BS', 'West', '210A-A']"
461439507,"['BS', 'West', '210A-B']"
944823081,"['BS', 'East', '404B-B']"
145076558,"['BS', 'East', '404B-A']"
565003158,"['BS', 'East', '404B-C']"
515993453,"['SA', 'Apt 181 - 196', '194-C']"
591643274,"['BS', 'East', '305B-B']"
201968457,"['BS', 'East', '305B-A']"
655333454,"['BS', 'East', '305B-C']"
245448939,"['BS', 'West', '312A-B']"
118442075,"['BS', 'East', '101B-C']"
344473633,"['BS', 'East', '311B-A']"
565115391,"['BS', 'East', '311B-B']"
555747424,"['BS', 'East', '311B-C']"
388686618,"['BS', 'East', '402A-C']"
388250471,"['BS', 'East', '402A-A']"
451275328,"['BS', 'East', '402A-B']"
395881185,"['SA', 'Apt 149 - 164', '160-C']"
191269133,"['SA', 'Apt 149 - 164', '160-A']"
956750906,"['SA', 'Apt 149 - 164', '160-B']"
616274097,"['BS', 'East', '107A-A']"
882105479,"['BS', 'North', '408-A']"
601928903,"['SA', 'Apt 149 - 164', '164-C']"
191607445,"['SA', 'Apt 149 - 164', '164-A']"
211972183,"['SA', 'Apt 149 - 164', '164-B']"
285422354,"['SA', 'Apt 133 - 148', '134-D']"
803228571,"['SA', 'Apt 133 - 148', '134-A']"
379654239,"['SA', 'Apt 133 - 148', '134-B']"
912675600,"['SA', 'Apt 277 - 292', '285-A']"
567318144,"['SA', 'Apt 277 - 292', '285-B']"
855743068,"['SA', 'Apt 277 - 292', '285-C']"
436478632,"['BS', 'East', '109B-C']"
416426854,"['BS', 'East', '201B-A']"
944101848,"['BS', 'East', '201B-B']"
479444544,"['BS', 'East', '201B-C']"
786574426,"['BS', 'East', '105A-C']"
344641763,"['BS', 'East', '105A-A']"
267655387,"['BS', 'East', '105A-B']"
245176761,"['BS', 'West', '312B-C']"
410368705,"['BS', 'West', '312B-A']"
161309321,"['BS', 'East', '109A-B']"
645746950,"['BS', 'East', '109A-A']"
164758435,"['SA', 'Apt 149 - 164', '155-B']"
297084089,"['SA', 'Apt 149 - 164', '155-A']"
417864489,"['SA', 'Apt 149 - 164', '155-D']"
851624275,"['BS', 'West', '312B-B']"
832688353,"['BS', 'West', '312B-D']"
949797271,"['BS', 'North', '209B-B']"
723091817,"['BS', 'West', '302B-D']"
319036535,"['BS', 'West', '302B-A']"
135955722,"['BS', 'West', '302B-B']"
910020139,"['SA', 'Apt 165 - 180', '165-A']"
791346929,"['SA', 'Apt 165 - 180', '165-B']"
133402355,"['SA', 'Apt 165 - 180', '165-C']"
338465166,"['SA', 'Apt 133 - 148', '142-B']"
571221085,"['SA', 'Apt 133 - 148', '142-A']"
992256043,"['SA', 'Apt 133 - 148', '142-C']"
473841916,"['JA', '800 - 815', '809-A']"
142139762,"['SA', 'Apt 221 - 244', '233-A']"
730984860,"['SA', 'Apt 221 - 244', '233-B']"
916091970,"['SA', 'Apt 221 - 244', '221-D']"
193158145,"['SA', 'Apt 221 - 244', '221-A']"
479634458,"['SA', 'Apt 221 - 244', '221-B']"
122113947,"['SA', 'Apt 221 - 244', '236-A']"
765450627,"['SA', 'Apt 221 - 244', '236-B']"
977251658,"['MH', nan, '207-A']"
274363708,"['BS', 'East', '204A-C']"
584621022,"['SA', 'Apt 221 - 244', '243-A']"
751309701,"['SA', 'Apt 221 - 244', '243-B']"
235951488,"['SA', 'Apt 165 - 180', '173-C']"
909613058,"['BS', 'North', '410B-D']"
558582663,"['BS', 'North', '410B-A']"
240142257,"['BS', 'North', '410B-B']"
859192170,"['NCA', 'Apt 3825', '157-D']"
956208742,"['NCA', 'Apt 3825', '157-A']"
727932813,"['BS', 'East', '204B-D']"
817879277,"['BS', 'East', '204B-A']"
171116514,"['BS', 'East', '204B-B']"
295609075,"['BS', 'East', '301B-C']"
966953082,"['BS', 'East', '301B-A']"
667302585,"['BS', 'East', '302A-C']"
457437244,"['BS', 'East', '302A-A']"
683328299,"['BS', 'East', '302A-B']"
836815486,"['BS', 'North', '209A-A']"
689662190,"['BS', 'North', '209A-B']"
978558130,"['BS', 'North', '209A-C']"
644093257,"['MH', nan, '207-B']"
760785985,"['BS', 'East', '107A-B']"
391328636,"['BS', 'East', '203B-B']"
843275608,"['BS', 'East', '203B-A']"
976462462,"['BS', 'East', '203B-C']"
338996272,"['NCA', 'Apt 3825', '153-D']"
828313442,"['NCA', 'Apt 3825', '153-A']"
550861649,"['NCA', 'Apt 3825', '153-B']"
152476322,"['BH', nan, '211-A']"
707252805,"['SA', 'Apt 245 - 260', '257-C']"
687102729,"['SA', 'Apt 245 - 260', '257-A']"
903165495,"['SA', 'Apt 245 - 260', '257-B']"
514531092,"['SA', 'Apt 277 - 292', '291-B']"
345384329,"['SA', 'Apt 277 - 292', '291-A']"
978660341,"['SA', 'Apt 277 - 292', '291-C']"
481401657,"['BS', 'East', '102A-A']"
870247127,"['BS', 'East', '102A-B']"
449606384,"['BS', 'East', '102A-C']"
961514395,"['BS', 'East', '302B-D']"
445975823,"['BS', 'North', '102B-D']"
351058258,"['BS', 'North', '106A-C']"
917049371,"['BS', 'North', '106A-A']"
552896046,"['BS', 'North', '106A-B']"
550810467,"['SA', 'Apt 261 - 276', '273-C']"
618228528,"['SA', 'Apt 261 - 276', '273-B']"
894059524,"['JS', nan, '4204-B']"
666745066,"['BS', 'West', '311A-C']"
805850262,"['BS', 'West', '311A-A']"
911171944,"['BS', 'West', '311A-D']"
208630014,"['SA', 'Apt 245 - 260', '254-B']"
623955948,"['SA', 'Apt 245 - 260', '254-A']"
384442860,"['SA', 'Apt 245 - 260', '254-C']"
688429319,"['SA', 'Apt 221 - 244', '237-B']"
207800780,"['SA', 'Apt 221 - 244', '237-A']"
251554710,"['SA', 'Apt 221 - 244', '237-C']"
798214721,"['NCA', 'Apt 3822', '94-C']"
147801166,"['NCA', 'Apt 3822', '94-A']"
603075549,"['NCA', 'Apt 3822', '94-B']"
933512901,"['SA', 'Apt 181 - 196', '187-D']"
568305966,"['SA', 'Apt 221 - 244', '231-B']"
951037259,"['SA', 'Apt 221 - 244', '231-A']"
593232503,"['SA', 'Apt 221 - 244', '231-C']"
762805802,"['SA', 'Apt 181 - 196', '189-B']"
232070001,"['SA', 'Apt 181 - 196', '189-A']"
198851720,"['BS', 'West', '209B-C']"
602122086,"['BS', 'West', '209B-A']"
300830485,"['BS', 'West', '410A-B']"
570202725,"['BS', 'West', '410A-A']"
211279960,"['BS', 'West', '410A-C']"
229410174,"['BS', 'North', '206A-A']"
687252631,"['BS', 'North', '206A-B']"
958183105,"['BS', 'North', '206A-C']"
262723707,"['BS', 'North', '301A-D']"
783435711,"['BS', 'North', '302A-C']"
915448766,"['BS', 'North', '302A-A']"
649505149,"['BS', 'East', '405A-A']"
347941551,"['BS', 'East', '405A-B']"
277060168,"['BS', 'East', '405A-C']"
258612705,"['SA', 'Apt 261 - 276', '269-B']"
302861458,"['SA', 'Apt 261 - 276', '269-A']"
518689199,"['BS', 'East', '403A-A']"
654500338,"['BS', 'East', '403A-B']"
828438935,"['BS', 'North', '309B-A']"
970627708,"['BS', 'North', '309B-B']"
424775036,"['SA', 'Apt 197 - 220', '208-B']"
509767615,"['SA', 'Apt 197 - 220', '208-A']"
149194487,"['SA', 'Apt 165 - 180', '166-A']"
782730368,"['MZH', nan, '326-A']"
146737893,"['SA', 'Apt 197 - 220', '211-A']"
179888280,"['SA', 'Apt 197 - 220', '211-B']"
860817297,"['SA', 'Apt 197 - 220', '211-C']"
159957877,"['BS', 'North', '402A-C']"
547120995,"['BS', 'North', '402A-A']"
889697788,"['BS', 'North', '402A-B']"
857902352,"['SA', 'Apt 181 - 196', '194-B']"
829711843,"['SA', 'Apt 181 - 196', '194-D']"
906647955,"['SA', 'Apt 165 - 180', '176-B']"
808129319,"['SA', 'Apt 165 - 180', '176-A']"
404103070,"['BS', 'East', '204B-C']"
875048129,"['NCA', 'Apt 3819', '14-C']"
403150816,"['BS', 'North', '409B-A']"
325816426,"['SA', 'Apt 277 - 292', '282-A']"
329255743,"['SA', 'Apt 277 - 292', '282-B']"
448944968,"['SA', 'Apt 277 - 292', '282-C']"
889492251,"['BS', 'North', '304B-A']"
895927948,"['BS', 'North', '202B-B']"
790190627,"['BS', 'North', '202B-A']"
928795114,"['BS', 'North', '202B-C']"
875759186,"['SA', 'Apt 261 - 276', '266-B']"
642695749,"['SA', 'Apt 261 - 276', '266-A']"
482109031,"['SA', 'Apt 261 - 276', '266-C']"
416237762,"['BS', 'East', '105B-D']"
275268437,"['BS', 'East', '105B-A']"
231144259,"['BS', 'East', '105B-B']"
202603155,"['MS', 'Low Rise', '6101-D']"
552533479,"['MS', 'Low Rise', '6101-A']"
848895644,"['MS', 'Low Rise', '6101-B']"
841569904,"['BS', 'East', '309B-C']"
681781787,"['BS', 'East', '309B-A']"
252230520,"['BS', 'East', '309B-B']"
748022173,"['BS', 'East', '205A-C']"
584738358,"['BS', 'North', '311B-B']"
611039233,"['BS', 'North', '311B-A']"
899529345,"['SA', 'Apt 277 - 292', '288-B']"
640983028,"['SA', 'Apt 277 - 292', '288-A']"
394251083,"['SA', 'Apt 277 - 292', '288-C']"
740643007,"['BS', 'North', '202B-D']"
673586289,"['BS', 'East', '207B-B']"
210719286,"['SA', 'Apt 277 - 292', '284-D']"
106436137,"['BS', 'North', '408-C']"
628820890,"['BS', 'North', '408-B']"
186798742,"['MRS', nan, '4204-F']"
283849842,"['BS', 'West', '305B-D']"
441167095,"['BS', 'West', '305B-A']"
661141420,"['BH', nan, '222-A']"
536180894,"['MS', 'High Rise', '7302-B']"
503156341,"['MS', 'High Rise', '7302-A']"
826689880,"['MS', 'High Rise', '7302-C']"
539450153,"['BS', 'West', '405A-B']"
763511205,"['BS', 'West', '405A-A']"
755425383,"['SA', 'Apt 245 - 260', '246-D']"
854001857,"['SA', 'Apt 245 - 260', '246-A']"
997862055,"['BS', 'West', '404B-C']"
393852617,"['BS', 'North', '407A-C']"
321971344,"['BS', 'North', '407A-A']"
115099059,"['MZH', nan, '224-A']"
168043821,"['BS', 'North', '104A-C']"
425090552,"['BS', 'North', '104A-A']"
392103616,"['BS', 'East', '312-A']"
334779318,"['BS', 'East', '312-B']"
901840683,"['BS', 'East', '101A-D']"
176515563,"['BS', 'East', '101A-A']"
388100575,"['BS', 'East', '101A-B']"
207018112,"['BS', 'North', '411A-B']"
359017117,"['BS', 'North', '411A-A']"
353271159,"['BS', 'East', '406B-D']"
901292469,"['BS', 'East', '406B-A']"
217422673,"['BS', 'East', '406B-B']"
144323751,"['SA', 'Apt 261 - 276', '274-C']"
844876315,"['SA', 'Apt 261 - 276', '274-A']"
816038405,"['SA', 'Apt 261 - 276', '274-B']"
812594775,"['BS', 'West', '407A-D']"
326650079,"['BS', 'West', '407A-C']"
609011718,"['BS', 'North', '304A-D']"
472369289,"['BS', 'North', '304A-A']"
584817919,"['BS', 'North', '304A-B']"
987721240,"['BS', 'North', '111B-D']"
917755584,"['BS', 'North', '111B-A']"
382194480,"['BS', 'North', '111B-B']"
130899607,"['BS', 'North', '102A-C']"
785282277,"['SA', 'Apt 165 - 180', '179-A']"
115211674,"['MS', 'High Rise', '7801-F']"
262839771,"['MS', 'High Rise', '7801-A']"
748855425,"['MS', 'High Rise', '7801-B']"
172482738,"['BS', 'North', '301B-D']"
734481596,"['BS', 'North', '301B-A']"
432086247,"['SA', 'Apt 133 - 148', '146-A']"
111572906,"['SA', 'Apt 133 - 148', '146-B']"
575925908,"['SA', 'Apt 133 - 148', '146-C']"
971498925,"['BS', 'North', '303A-A']"
925589613,"['SA', 'Apt 245 - 260', '258-C']"
465317264,"['SA', 'Apt 245 - 260', '258-A']"
929461492,"['SA', 'Apt 245 - 260', '258-B']"
344346844,"['BS', 'North', '311A-A']"
764466584,"['BS', 'North', '311A-B']"
291817346,"['BS', 'West', '403B-C']"
297127052,"['BS', 'West', '403B-A']"
975173592,"['BS', 'West', '403B-B']"
