RUID,Assigned Rooms
2629,"['AH', nan, '101-A']"
2257,"['WS', nan, '4101-A']"
3960,"['RA', 'Apt 3843', '101-A']"
1901,"['BS', 'West', '201A-A']"
2502,"['RA', 'Apt 3843', '101-A']"
3533,"['MS', 'Low Rise', '6101-A']"
609,"['NCA', 'Apt 3819', '9-A']"
1921,"['SA', 'Apt 133 - 148', '133-A']"
57,"['NCA', 'Apt 3819', '9-A']"
4764,"['JA', '800 - 815', '800-A']"
4856,"['BA', '301-324', '301-A']"
4939,"['BA', '301-324', '301-A']"
1665,"['NCA', 'Apt 3819', '9-A']"
4067,"['SA', 'Apt 133 - 148', '133-A']"
4063,"['MRS', nan, '4101-A']"
5043,"['BA', '301-324', '301-A']"
2141,"['NCA', 'Apt 3819', '9-A']"
361,"['NCA', 'Apt 3819', '9-A']"
6,"['RA', 'Apt 3843', '101-A']"
3290,"['MZH', nan, '101-A']"
3187,"['MH', nan, '101-A']"
913,"['BS', 'West', '201A-A']"
548,"['BH', nan, '101-A']"
1456,"['JS', nan, '4101-A']"
4769,"['BA', '301-324', '301-A']"
3248,"['NCA', 'Apt 3819', '9-A']"
186,"['RA', 'Apt 3843', '101-A']"
1399,"['SA', 'Apt 133 - 148', '133-A']"
5021,"['BA', '301-324', '301-A']"
3182,"['SA', 'Apt 133 - 148', '133-A']"
1443,"['NCA', 'Apt 3819', '9-A']"
2060,"['MH', nan, '101-A']"
1434,"['MRS', nan, '4101-A']"
37,"['MS', 'Low Rise', '6101-A']"
3531,"['CS', nan, '3101-A']"
1101,"['RA', 'Apt 3843', '101-A']"
3145,"['MRS', nan, '4101-A']"
476,"['MH', nan, '101-A']"
317,"['BS', 'West', '201A-A']"
515,"['RA', 'Apt 3843', '101-A']"
5149,"['JA', '800 - 815', '800-A']"
1545,"['BS', 'West', '201A-A']"
1748,"['AH', nan, '101-A']"
2049,"['BS', 'West', '201A-A']"
869,"['JS', nan, '4101-A']"
867,"['SA', 'Apt 133 - 148', '133-A']"
152,"['AH', nan, '101-A']"
1958,"['RA', 'Apt 3843', '101-A']"
1395,"['NCA', 'Apt 3819', '9-A']"
5114,"['BA', '301-324', '301-A']"
4999,"['BA', '301-324', '301-A']"
2421,"['JS', nan, '4101-A']"
2336,"['BS', 'West', '201A-A']"
382,"['NCA', 'Apt 3819', '9-A']"
26,"['TS', nan, '4101-A']"
3147,"['SA', 'Apt 133 - 148', '133-A']"
5015,"['BA', '301-324', '301-A']"
404,"['RA', 'Apt 3843', '101-A']"
5260,"['BA', '301-324', '301-A']"
3327,"['SA', 'Apt 133 - 148', '133-A']"
1361,"['MZH', nan, '101-A']"
4983,"['BA', '301-324', '301-A']"
2643,"['CS', nan, '3101-A']"
627,"['TS', nan, '4101-A']"
4977,"['BA', '301-324', '301-A']"
3797,"['WS', nan, '4101-A']"
3063,"['CS', nan, '3101-A']"
3976,"['CS', nan, '3101-A']"
4381,"['NCA', 'Apt 3819', '9-A']"
1161,"['MS', 'Low Rise', '6101-A']"
2935,"['NCA', 'Apt 3819', '9-A']"
1040,"['JS', nan, '4101-A']"
4413,"['WS', nan, '4101-A']"
5209,"['JA', '800 - 815', '800-A']"
1616,"['BS', 'West', '201A-A']"
77,"['RA', 'Apt 3843', '101-A']"
3319,"['MH', nan, '101-A']"
2746,"['SA', 'Apt 133 - 148', '133-A']"
4866,"['BA', '301-324', '301-A']"
1762,"['BS', 'West', '201A-A']"
1238,"['RA', 'Apt 3843', '101-A']"
2534,"['NCA', 'Apt 3819', '9-A']"
2419,"['SA', 'Apt 133 - 148', '133-A']"
5171,"['JA', '800 - 815', '800-A']"
3619,"['NCA', 'Apt 3819', '9-A']"
413,"['BS', 'West', '201A-A']"
2580,"['RA', 'Apt 3843', '101-A']"
2250,"['SA', 'Apt 133 - 148', '133-A']"
109,"['BS', 'West', '201A-A']"
2213,"['MZH', nan, '101-A']"
996,"['BS', 'West', '201A-A']"
797,"['MH', nan, '101-A']"
2802,"['MS', 'Low Rise', '6101-A']"
4145,"['RA', 'Apt 3843', '101-A']"
3522,"['AH', nan, '101-A']"
3726,"['MZH', nan, '101-A']"
3418,"['BS', 'West', '201A-A']"
2399,"['BS', 'West', '201A-A']"
4251,"['JS', nan, '4101-A']"
5199,"['JA', '800 - 815', '800-A']"
1992,"['BS', 'West', '201A-A']"
549,"['JS', nan, '4101-A']"
3875,"['BS', 'West', '201A-A']"
3200,"['MH', nan, '101-A']"
4045,"['MRS', nan, '4101-A']"
788,"['MS', 'Low Rise', '6101-A']"
545,"['NCA', 'Apt 3819', '9-A']"
5012,"['BA', '301-324', '301-A']"
4864,"['JA', '800 - 815', '800-A']"
3632,"['TS', nan, '4101-A']"
2507,"['MZH', nan, '101-A']"
3897,"['BS', 'West', '201A-A']"
3061,"['MRS', nan, '4101-A']"
2887,"['RA', 'Apt 3843', '101-A']"
947,"['MRS', nan, '4101-A']"
584,"['JS', nan, '4101-A']"
1364,"['MS', 'Low Rise', '6101-A']"
4536,"['RA', 'Apt 3843', '101-A']"
2359,"['MH', nan, '101-A']"
2646,"['BS', 'West', '201A-A']"
2841,"['BH', nan, '101-A']"
235,"['BS', 'West', '201A-A']"
3981,"['MZH', nan, '101-A']"
2118,"['MZH', nan, '101-A']"
688,"['TS', nan, '4101-A']"
2834,"['MH', nan, '101-A']"
3015,"['NCA', 'Apt 3819', '9-A']"
205,"['BS', 'West', '201A-A']"
2689,"['MH', nan, '101-A']"
3050,"['BS', 'West', '201A-A']"
2713,"['NCA', 'Apt 3819', '9-A']"
258,"['MZH', nan, '101-A']"
2202,"['NCA', 'Apt 3819', '9-A']"
2232,"['WS', nan, '4101-A']"
1224,"['NCA', 'Apt 3819', '9-A']"
495,"['BS', 'West', '201A-A']"
3870,"['NCA', 'Apt 3819', '9-A']"
635,"['MS', 'Low Rise', '6101-A']"
3137,"['NCA', 'Apt 3819', '9-A']"
1373,"['WS', nan, '4101-A']"
475,"['NCA', 'Apt 3819', '9-A']"
2394,"['CS', nan, '3101-A']"
672,"['JS', nan, '4101-A']"
715,"['BS', 'West', '201A-A']"
1219,"['BS', 'West', '201A-A']"
273,"['NCA', 'Apt 3819', '9-A']"
3046,"['TS', nan, '4101-A']"
1114,"['NCA', 'Apt 3819', '9-A']"
1142,"['SA', 'Apt 133 - 148', '133-A']"
3935,"['SA', 'Apt 133 - 148', '133-A']"
2096,"['RA', 'Apt 3843', '101-A']"
4210,"['BS', 'West', '201A-A']"
3370,"['NCA', 'Apt 3819', '9-A']"
2198,"['BS', 'West', '201A-A']"
882,"['BS', 'West', '201A-A']"
1383,"['AH', nan, '101-A']"
176,"['RA', 'Apt 3843', '101-A']"
1678,"['JS', nan, '4101-A']"
2302,"['NCA', 'Apt 3819', '9-A']"
1376,"['SA', 'Apt 133 - 148', '133-A']"
307,"['RA', 'Apt 3843', '101-A']"
4388,"['MRS', nan, '4101-A']"
4573,"['JS', nan, '4101-A']"
2768,"['BH', nan, '101-A']"
2697,"['SA', 'Apt 133 - 148', '133-A']"
1634,"['RA', 'Apt 3843', '101-A']"
4662,"['MZH', nan, '101-A']"
3905,"['SA', 'Apt 133 - 148', '133-A']"
1001,"['RA', 'Apt 3843', '101-A']"
2848,"['RA', 'Apt 3843', '101-A']"
1756,"['MRS', nan, '4101-A']"
4238,"['NCA', 'Apt 3819', '9-A']"
2028,"['SA', 'Apt 133 - 148', '133-A']"
80,"['CS', nan, '3101-A']"
1100,"['WS', nan, '4101-A']"
885,"['MS', 'Low Rise', '6101-A']"
4392,"['RA', 'Apt 3843', '101-A']"
2718,"['RA', 'Apt 3843', '101-A']"
1041,"['BS', 'West', '201A-A']"
3933,"['WS', nan, '4101-A']"
4294,"['BS', 'West', '201A-A']"
3455,"['BS', 'West', '201A-A']"
3873,"['RA', 'Apt 3843', '101-A']"
4472,"['MH', nan, '101-A']"
1286,"['CS', nan, '3101-A']"
1683,"['MZH', nan, '101-A']"
4410,"['BS', 'West', '201A-A']"
3595,"['BS', 'West', '201A-A']"
1963,"['MZH', nan, '101-A']"
1795,"['BH', nan, '101-A']"
4061,"['WS', nan, '4101-A']"
4354,"['SA', 'Apt 133 - 148', '133-A']"
3778,"['TS', nan, '4101-A']"
2426,"['BS', 'West', '201A-A']"
4404,"['TS', nan, '4101-A']"
2654,"['BS', 'West', '201A-A']"
3597,"['CS', nan, '3101-A']"
610,"['SA', 'Apt 133 - 148', '133-A']"
3717,"['MZH', nan, '101-A']"
2063,"['MZH', nan, '101-A']"
4400,"['SA', 'Apt 133 - 148', '133-A']"
4506,"['SA', 'Apt 133 - 148', '133-A']"
1719,"['BS', 'West', '201A-A']"
2716,"['NCA', 'Apt 3819', '9-A']"
4278,"['RA', 'Apt 3843', '101-A']"
1531,"['BH', nan, '101-A']"
1785,"['RA', 'Apt 3843', '101-A']"
4280,"['BH', nan, '101-A']"
3371,"['RA', 'Apt 3843', '101-A']"
1771,"['MRS', nan, '4101-A']"
3848,"['BS', 'West', '201A-A']"
3585,"['BH', nan, '101-A']"
203,"['BS', 'West', '201A-A']"
2588,"['SA', 'Apt 133 - 148', '133-A']"
1891,"['BS', 'West', '201A-A']"
4009,"['MS', 'Low Rise', '6101-A']"
1012,"['SA', 'Apt 133 - 148', '133-A']"
3537,"['AH', nan, '101-A']"
426,"['BH', nan, '101-A']"
3384,"['NCA', 'Apt 3819', '9-A']"
4643,"['BS', 'West', '201A-A']"
2184,"['NCA', 'Apt 3819', '9-A']"
439,"['MH', nan, '101-A']"
872,"['MRS', nan, '4101-A']"
2244,"['RA', 'Apt 3843', '101-A']"
3674,"['NCA', 'Apt 3819', '9-A']"
2388,"['AH', nan, '101-A']"
3459,"['NCA', 'Apt 3819', '9-A']"
3214,"['CS', nan, '3101-A']"
4575,"['BS', 'West', '201A-A']"
2470,"['CS', nan, '3101-A']"
3664,"['SA', 'Apt 133 - 148', '133-A']"
4394,"['NCA', 'Apt 3819', '9-A']"
2563,"['CS', nan, '3101-A']"
3244,"['MS', 'Low Rise', '6101-A']"
1558,"['AH', nan, '101-A']"
1975,"['BS', 'West', '201A-A']"
34,"['BH', nan, '101-A']"
838,"['SA', 'Apt 133 - 148', '133-A']"
4528,"['SA', 'Apt 133 - 148', '133-A']"
1350,"['BS', 'West', '201A-A']"
3902,"['RA', 'Apt 3843', '101-A']"
2916,"['RA', 'Apt 3843', '101-A']"
2133,"['SA', 'Apt 133 - 148', '133-A']"
4141,"['TS', nan, '4101-A']"
1979,"['BS', 'West', '201A-A']"
2877,"['BH', nan, '101-A']"
3755,"['SA', 'Apt 133 - 148', '133-A']"
85,"['BS', 'West', '201A-A']"
3125,"['RA', 'Apt 3843', '101-A']"
2121,"['BS', 'West', '201A-A']"
3291,"['SA', 'Apt 133 - 148', '133-A']"
2694,"['BS', 'West', '201A-A']"
3176,"['MRS', nan, '4101-A']"
669,"['SA', 'Apt 133 - 148', '133-A']"
32,"['BH', nan, '101-A']"
1285,"['BS', 'West', '201A-A']"
922,"['BS', 'West', '201A-A']"
3434,"['MH', nan, '101-A']"
3655,"['MZH', nan, '101-A']"
826,"['MS', 'Low Rise', '6101-A']"
1311,"['BS', 'West', '201A-A']"
852,"['BS', 'West', '201A-A']"
3524,"['BS', 'West', '201A-A']"
1494,"['BS', 'West', '201A-A']"
137,"['MRS', nan, '4101-A']"
2082,"['RA', 'Apt 3843', '101-A']"
66,"['CS', nan, '3101-A']"
2368,"['TS', nan, '4101-A']"
1279,"['SA', 'Apt 133 - 148', '133-A']"
2544,"['BS', 'West', '201A-A']"
3048,"['AH', nan, '101-A']"
3546,"['SA', 'Apt 133 - 148', '133-A']"
2248,"['BS', 'West', '201A-A']"
3737,"['CS', nan, '3101-A']"
1154,"['SA', 'Apt 133 - 148', '133-A']"
4731,"['BS', 'West', '201A-A']"
277,"['BS', 'West', '201A-A']"
3665,"['WS', nan, '4101-A']"
4556,"['NCA', 'Apt 3819', '9-A']"
912,"['RA', 'Apt 3843', '101-A']"
1820,"['NCA', 'Apt 3819', '9-A']"
393,"['RA', 'Apt 3843', '101-A']"
1597,"['RA', 'Apt 3843', '101-A']"
2402,"['NCA', 'Apt 3819', '9-A']"
4627,"['MH', nan, '101-A']"
3367,"['CS', nan, '3101-A']"
2493,"['CS', nan, '3101-A']"
3432,"['MS', 'Low Rise', '6101-A']"
2080,"['SA', 'Apt 133 - 148', '133-A']"
2685,"['RA', 'Apt 3843', '101-A']"
1397,"['MH', nan, '101-A']"
1565,"['SA', 'Apt 133 - 148', '133-A']"
1725,"['NCA', 'Apt 3819', '9-A']"
3973,"['NCA', 'Apt 3819', '9-A']"
4211,"['NCA', 'Apt 3819', '9-A']"
3385,"['WS', nan, '4101-A']"
1358,"['BS', 'West', '201A-A']"
4568,"['RA', 'Apt 3843', '101-A']"
3448,"['AH', nan, '101-A']"
1503,"['CS', nan, '3101-A']"
239,"['BS', 'West', '201A-A']"
3296,"['RA', 'Apt 3843', '101-A']"
699,"['MH', nan, '101-A']"
2644,"['BS', 'West', '201A-A']"
3651,"['RA', 'Apt 3843', '101-A']"
975,"['MH', nan, '101-A']"
322,"['BS', 'West', '201A-A']"
4460,"['WS', nan, '4101-A']"
2831,"['BS', 'West', '201A-A']"
2256,"['MRS', nan, '4101-A']"
490,"['BS', 'West', '201A-A']"
787,"['RA', 'Apt 3843', '101-A']"
884,"['BS', 'West', '201A-A']"
4288,"['AH', nan, '101-A']"
928,"['MS', 'Low Rise', '6101-A']"
3381,"['WS', nan, '4101-A']"
703,"['MH', nan, '101-A']"
4567,"['SA', 'Apt 133 - 148', '133-A']"
2817,"['NCA', 'Apt 3819', '9-A']"
1788,"['MZH', nan, '101-A']"
2000,"['CS', nan, '3101-A']"
4675,"['RA', 'Apt 3843', '101-A']"
4331,"['MRS', nan, '4101-A']"
119,"['NCA', 'Apt 3819', '9-A']"
2027,"['WS', nan, '4101-A']"
1491,"['BS', 'West', '201A-A']"
4076,"['MRS', nan, '4101-A']"
1782,"['BS', 'West', '201A-A']"
1916,"['WS', nan, '4101-A']"
2287,"['WS', nan, '4101-A']"
2076,"['BS', 'West', '201A-A']"
1276,"['SA', 'Apt 133 - 148', '133-A']"
2094,"['NCA', 'Apt 3819', '9-A']"
3126,"['NCA', 'Apt 3819', '9-A']"
2144,"['AH', nan, '101-A']"
3541,"['SA', 'Apt 133 - 148', '133-A']"
1627,"['RA', 'Apt 3843', '101-A']"
1609,"['BS', 'West', '201A-A']"
2397,"['RA', 'Apt 3843', '101-A']"
3943,"['JS', nan, '4101-A']"
452,"['BS', 'West', '201A-A']"
2180,"['RA', 'Apt 3843', '101-A']"
4230,"['BS', 'West', '201A-A']"
4320,"['NCA', 'Apt 3819', '9-A']"
1787,"['MZH', nan, '101-A']"
3010,"['NCA', 'Apt 3819', '9-A']"
3156,"['MH', nan, '101-A']"
350,"['SA', 'Apt 133 - 148', '133-A']"
1331,"['BS', 'West', '201A-A']"
1855,"['AH', nan, '101-A']"
3829,"['BS', 'West', '201A-A']"
1355,"['BS', 'West', '201A-A']"
2813,"['SA', 'Apt 133 - 148', '133-A']"
1223,"['RA', 'Apt 3843', '101-A']"
1492,"['TS', nan, '4101-A']"
2763,"['BS', 'West', '201A-A']"
1135,"['BS', 'West', '201A-A']"
1500,"['MRS', nan, '4101-A']"
1715,"['NCA', 'Apt 3819', '9-A']"
3505,"['NCA', 'Apt 3819', '9-A']"
1329,"['CS', nan, '3101-A']"
773,"['BS', 'West', '201A-A']"
2642,"['BS', 'West', '201A-A']"
4390,"['SA', 'Apt 133 - 148', '133-A']"
2326,"['MS', 'Low Rise', '6101-A']"
599,"['CS', nan, '3101-A']"
2994,"['MS', 'Low Rise', '6101-A']"
4596,"['BH', nan, '101-A']"
2187,"['BS', 'West', '201A-A']"
2691,"['MZH', nan, '101-A']"
4285,"['AH', nan, '101-A']"
4023,"['AH', nan, '101-A']"
3083,"['BS', 'West', '201A-A']"
1222,"['SA', 'Apt 133 - 148', '133-A']"
4112,"['BH', nan, '101-A']"
3696,"['BS', 'West', '201A-A']"
4052,"['JS', nan, '4101-A']"
2600,"['CS', nan, '3101-A']"
3209,"['JS', nan, '4101-A']"
2362,"['NCA', 'Apt 3819', '9-A']"
556,"['NCA', 'Apt 3819', '9-A']"
1790,"['BH', nan, '101-A']"
3466,"['JS', nan, '4101-A']"
2566,"['MH', nan, '101-A']"
4336,"['BS', 'West', '201A-A']"
1116,"['MH', nan, '101-A']"
655,"['BS', 'West', '201A-A']"
45,"['TS', nan, '4101-A']"
4197,"['BH', nan, '101-A']"
1744,"['BH', nan, '101-A']"
1136,"['SA', 'Apt 133 - 148', '133-A']"
693,"['MRS', nan, '4101-A']"
430,"['TS', nan, '4101-A']"
1876,"['MRS', nan, '4101-A']"
557,"['MH', nan, '101-A']"
3198,"['BS', 'West', '201A-A']"
4345,"['RA', 'Apt 3843', '101-A']"
4688,"['RA', 'Apt 3843', '101-A']"
4269,"['RA', 'Apt 3843', '101-A']"
386,"['SA', 'Apt 133 - 148', '133-A']"
3325,"['BS', 'West', '201A-A']"
3433,"['SA', 'Apt 133 - 148', '133-A']"
830,"['BH', nan, '101-A']"
2193,"['JS', nan, '4101-A']"
3134,"['TS', nan, '4101-A']"
1440,"['SA', 'Apt 133 - 148', '133-A']"
2374,"['MZH', nan, '101-A']"
2104,"['JS', nan, '4101-A']"
1874,"['SA', 'Apt 133 - 148', '133-A']"
1708,"['CS', nan, '3101-A']"
167,"['SA', 'Apt 133 - 148', '133-A']"
3280,"['BH', nan, '101-A']"
2431,"['NCA', 'Apt 3819', '9-A']"
2650,"['TS', nan, '4101-A']"
4593,"['RA', 'Apt 3843', '101-A']"
1421,"['BS', 'West', '201A-A']"
2830,"['SA', 'Apt 133 - 148', '133-A']"
4105,"['MZH', nan, '101-A']"
1284,"['RA', 'Apt 3843', '101-A']"
1543,"['SA', 'Apt 133 - 148', '133-A']"
451,"['BS', 'West', '201A-A']"
3884,"['SA', 'Apt 133 - 148', '133-A']"
3237,"['MS', 'Low Rise', '6101-A']"
1110,"['NCA', 'Apt 3819', '9-A']"
1208,"['WS', nan, '4101-A']"
215,"['RA', 'Apt 3843', '101-A']"
766,"['MZH', nan, '101-A']"
2538,"['RA', 'Apt 3843', '101-A']"
2380,"['BS', 'West', '201A-A']"
409,"['SA', 'Apt 133 - 148', '133-A']"
3264,"['BS', 'West', '201A-A']"
4709,"['SA', 'Apt 133 - 148', '133-A']"
4363,"['AH', nan, '101-A']"
825,"['NCA', 'Apt 3819', '9-A']"
1778,"['CS', nan, '3101-A']"
3314,"['TS', nan, '4101-A']"
1218,"['BS', 'West', '201A-A']"
2131,"['SA', 'Apt 133 - 148', '133-A']"
3795,"['NCA', 'Apt 3819', '9-A']"
4196,"['CS', nan, '3101-A']"
2324,"['SA', 'Apt 133 - 148', '133-A']"
551,"['MRS', nan, '4101-A']"
2792,"['JS', nan, '4101-A']"
4010,"['BS', 'West', '201A-A']"
325,"['RA', 'Apt 3843', '101-A']"
899,"['AH', nan, '101-A']"
1010,"['BS', 'West', '201A-A']"
3922,"['WS', nan, '4101-A']"
1310,"['TS', nan, '4101-A']"
3930,"['MRS', nan, '4101-A']"
1746,"['BS', 'West', '201A-A']"
1359,"['MZH', nan, '101-A']"
2773,"['RA', 'Apt 3843', '101-A']"
2194,"['NCA', 'Apt 3819', '9-A']"
3598,"['MRS', nan, '4101-A']"
3267,"['SA', 'Apt 133 - 148', '133-A']"
1949,"['MS', 'Low Rise', '6101-A']"
4673,"['RA', 'Apt 3843', '101-A']"
3051,"['MS', 'Low Rise', '6101-A']"
1721,"['BS', 'West', '201A-A']"
140,"['NCA', 'Apt 3819', '9-A']"
3821,"['SA', 'Apt 133 - 148', '133-A']"
724,"['BS', 'West', '201A-A']"
1209,"['JS', nan, '4101-A']"
35,"['NCA', 'Apt 3819', '9-A']"
2154,"['RA', 'Apt 3843', '101-A']"
3271,"['TS', nan, '4101-A']"
55,"['WS', nan, '4101-A']"
414,"['BS', 'West', '201A-A']"
2038,"['JS', nan, '4101-A']"
4073,"['BS', 'West', '201A-A']"
2957,"['TS', nan, '4101-A']"
3157,"['SA', 'Apt 133 - 148', '133-A']"
3963,"['CS', nan, '3101-A']"
640,"['BS', 'West', '201A-A']"
2633,"['NCA', 'Apt 3819', '9-A']"
4368,"['RA', 'Apt 3843', '101-A']"
2967,"['BS', 'West', '201A-A']"
2864,"['BS', 'West', '201A-A']"
1008,"['SA', 'Apt 133 - 148', '133-A']"
4570,"['MS', 'Low Rise', '6101-A']"
2013,"['TS', nan, '4101-A']"
936,"['BS', 'West', '201A-A']"
4698,"['MZH', nan, '101-A']"
296,"['TS', nan, '4101-A']"
925,"['BS', 'West', '201A-A']"
2265,"['BS', 'West', '201A-A']"
506,"['BS', 'West', '201A-A']"
4427,"['SA', 'Apt 133 - 148', '133-A']"
2652,"['NCA', 'Apt 3819', '9-A']"
1464,"['NCA', 'Apt 3819', '9-A']"
3235,"['BS', 'West', '201A-A']"
1096,"['BS', 'West', '201A-A']"
796,"['SA', 'Apt 133 - 148', '133-A']"
2723,"['CS', nan, '3101-A']"
2648,"['BS', 'West', '201A-A']"
8,"['BS', 'West', '201A-A']"
3677,"['JS', nan, '4101-A']"
3952,"['BS', 'West', '201A-A']"
1283,"['MZH', nan, '101-A']"
1712,"['MS', 'Low Rise', '6101-A']"
2552,"['BS', 'West', '201A-A']"
